"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76"
"di-ALch_Vitrella_brassicaformis_",3.66634068375821,2.40946251221171,3.61022810186796,4.83179146467161,2.98771400982344,2.16316574246324,5.72905787018501,3.95004458946706,2.21867254128916,2.66166171113753,3.67096034440379,3.57669084664129,4.42943630454789,2.88579547243029,3.49189780151968,3.39147518671626,3.25313880496804,3.12794262088929,4.04487519114569,4.56017157269816,3.57128531973419,3.25110925895951,5.3180491888149,3.95734695767795,3.74884254780043,3.92615776839065,1.85139820920321,4.34134999799933,2.91351925155067,5.08459086560678,4.59329196029105,6.01366476983257,6.48983857042855,4.20020888088217,2.89434511962691,3.58032388020187,2.56228125114957,4.58977698139812,2.90573567800834,3.18895403511732,3.81370091505625,6.84463318265818,8.03545452440948,5.66188674302348,3.53743215804912,4.82921116709078,4.06742453860144,3.67129808545299,4.22375166983164,3.10087953723548,3.84962642406657,4.28259263387897,6.00937399667668,3.38679571794823,2.77617425571999,4.79855825799661,4.21427717152769,3.92122218409637,3.034919063028,5.87689802342581,4.43183465387001,3.95733843211124,6.41441075959694,3.86890922984788,3.4599884891161,3.08683704996133,8.82655477322336,5.34390155991167,5.03233637687541,4.91981449753394,7.43115773247795,4.87794531674323,4.02456602298654,3.69541299530661,6.58468252202397,4.81868427513365
"di-ALci_Oxytricha_trifallax_",4.6405948574469,2.76170315243175,5.2225732561066,4.95320066731522,2.75114108081326,3.8740167036531,7.60639372419814,3.71941293814653,2.54523886208987,3.33829835240867,4.41580176066922,3.93806824415448,3.87826915818496,2.71501941543336,3.6331152618653,4.68158684362742,4.87270423000168,3.32117120348103,4.97617996262949,5.64313512113054,3.34967430624766,3.77013880342198,6.38558943043645,5.14471459145708,3.9980815073264,4.80127417616073,1.97774689298346,5.07141771119124,3.9723532601688,4.61047850713238,5.2580394340091,8.08754172852959,7.5419536885967,5.54938149465691,3.59539378518049,4.29345005599453,2.86223309091936,5.47168622111541,3.33650576616688,3.6726601228847,4.1465661673579,5.73986917738159,8.34145149639852,7.02542156644085,3.64948692626641,6.0765738414282,6.77708787794366,4.074872247487,6.19249100778097,3.720310305207,5.23936955049116,4.26296663677205,7.9360278298504,3.8304668189109,3.27993343055389,5.25754181314924,6.02918755952508,4.53731884586258,3.88679115792889,5.6102377276002,5.03757151568523,4.68842396683795,4.14963615460318,4.40683523224455,4.57840152948798,3.58887671643226,8.41576610172648,6.63064717756371,4.80276658878168,5.76520820344521,6.55267004942529,7.02231796179564,4.69746523636437,5.13074746273579,6.78775137736337,6.73236974300913
"di-ALci_Paramecium_tetraurelia_",4.3442139402718,3.10335103452045,4.23627959406359,5.7368114751421,2.96662816711989,2.86191076063641,6.65341518111799,3.85012379498303,2.31228401192357,2.7013558801006,4.02075970762611,3.62780512029562,4.20762700224956,2.30432023180531,3.72514378425353,4.12742319835429,4.72475229281693,3.40781700411954,4.60957029219417,5.55871597779461,3.35738209220013,3.78988167232375,6.0724201152529,4.6335494810268,4.05675888260782,3.92632903470077,2.02543068267309,5.15157463391202,3.6218746765568,4.98224978778557,4.87558864266458,7.73968508860061,7.82642331560061,5.50114685590034,3.5955968568774,4.43240989361976,2.898090066647,5.02500706296243,3.37814271539141,3.72218058044697,4.14732869701562,5.54194580355932,8.80597850492193,7.06648790044453,3.79464826621053,6.65221002347674,6.79576502585838,3.93532273889369,5.24330238489624,4.20872933678879,5.62221797549894,4.53592650198435,8.19816412896095,3.73970710869366,3.17343090497409,5.71986780987663,6.05502963668923,5.31390350774015,3.84953431118209,6.29485455345445,4.82951326377298,4.66782717814855,4.08483910342434,4.48633000714481,4.30847615367834,3.47273562825575,8.11839936221192,6.01530976839608,4.83588010801249,5.79904195089359,8.0996508858343,6.49224132311412,4.86878337200767,5.74725977725101,7.21618523480685,6.90457687528785
"di-ALci_Stylonychia_lemnae_",4.6405948574469,2.76170315243175,5.2225732561066,4.95320066731522,2.75114108081326,3.8740167036531,7.60639372419814,3.71941293814653,2.54523886208987,3.33829835240867,4.41580176066922,3.93806824415448,3.87826915818496,2.71501941543336,3.6331152618653,4.68158684362742,4.87270423000168,3.32117120348103,4.97617996262949,5.64313512113054,3.34967430624766,3.77013880342198,6.38558943043645,5.14471459145708,3.9980815073264,4.80127417616073,1.97774689298346,5.07141771119124,3.9723532601688,4.61047850713238,5.2580394340091,8.08754172852959,7.5419536885967,5.54938149465691,3.59539378518049,4.29345005599453,2.86223309091936,5.47168622111541,3.33650576616688,3.6726601228847,4.1465661673579,5.73986917738159,8.34145149639852,7.02542156644085,3.64948692626641,6.0765738414282,6.77708787794366,4.074872247487,6.19249100778097,3.720310305207,5.23936955049116,4.26296663677205,7.9360278298504,3.8304668189109,3.27993343055389,5.25754181314924,6.02918755952508,4.53731884586258,3.88679115792889,5.6102377276002,5.03757151568523,4.68842396683795,4.14963615460318,4.40683523224455,4.57840152948798,3.58887671643226,8.41576610172648,6.63064717756371,4.80276658878168,5.76520820344521,6.55267004942529,7.02231796179564,4.69746523636437,5.13074746273579,6.78775137736337,6.73236974300913
"di-ALci_Tetrahymena_thermophila_",4.3442139402718,3.10335103452045,4.23627959406359,5.7368114751421,2.96662816711989,2.86191076063641,6.65341518111799,3.85012379498303,2.31228401192357,2.7013558801006,4.02075970762611,3.62780512029562,4.20762700224956,2.30432023180531,3.72514378425353,4.12742319835429,4.72475229281693,3.40781700411954,4.60957029219417,5.55871597779461,3.35738209220013,3.78988167232375,6.0724201152529,4.6335494810268,4.05675888260782,3.92632903470077,2.02543068267309,5.15157463391202,3.6218746765568,4.98224978778557,4.87558864266458,7.73968508860061,7.82642331560061,5.50114685590034,3.5955968568774,4.43240989361976,2.898090066647,5.02500706296243,3.37814271539141,3.72218058044697,4.14732869701562,5.54194580355932,8.80597850492193,7.06648790044453,3.79464826621053,6.65221002347674,6.79576502585838,3.93532273889369,5.24330238489624,4.20872933678879,5.62221797549894,4.53592650198435,8.19816412896095,3.73970710869366,3.17343090497409,5.71986780987663,6.05502963668923,5.31390350774015,3.84953431118209,6.29485455345445,4.82951326377298,4.66782717814855,4.08483910342434,4.48633000714481,4.30847615367834,3.47273562825575,8.11839936221192,6.01530976839608,4.83588010801249,5.79904195089359,8.0996508858343,6.49224132311412,4.86878337200767,5.74725977725101,7.21618523480685,6.90457687528785
"di-ALcp_Stentor_coeruleus_",4.9142880090224,3.20235428662577,4.53148497171819,6.77296373196233,3.09599080326805,3.1787814372473,7.08011758808285,4.20522338565862,2.48117352402614,3.09062860000852,4.70031187554917,3.78200785114544,4.31723846038231,2.60515352428091,4.01182011423449,4.3025791807196,4.62618831783095,3.51372950117377,5.00356506624404,5.4445468966904,3.66279103832036,3.91800854160839,7.0514738859835,5.12508905753859,4.38498326915395,4.19056876553666,2.13698350998701,5.63664348330752,3.79922076997373,5.30908283562106,5.74771128781496,8.30375933746943,8.28157181033004,6.12727814757186,3.797385739933,4.48421447887059,3.04161642507307,5.04459773391744,3.62578882809715,3.66364823196781,4.33520195893635,6.11241069607356,9.74615773685003,7.41910978171587,3.88282710241561,6.78920007995386,6.99160045403654,4.09284514863098,6.30021687800732,4.31645393343116,5.80305159089623,5.03525215507029,8.7589247934455,3.93897435558462,3.38977309437324,6.11838905989603,6.82884257798232,5.55718625807238,4.22138128353677,6.28954158074728,5.24314124394607,4.87398102709068,3.96557631824069,4.80111741165233,4.38549136956048,3.71579675314257,8.31004348263645,6.40186553859691,4.85428488362579,5.93463342337839,7.65717573311819,7.03761973879441,5.22510114619174,5.9761476673658,7.67962388518337,7.78365288337275
"di-ALdgy_Amphidinium_massartii_",8.16175065281813,3.72314039756813,6.04204524257125,8.59807049455933,9.17154217047175,2.80639815485571,9.20035480787792,8.47337615581148,4.36457991091405,3.51583652101691,5.73066603447496,5.47469757935432,6.40788863831645,6.12335402570195,4.68878496465543,8.04355624409517,6.1440348517153,4.64647178111068,5.11589061882989,6.92655290955019,5.91385810512083,4.64613316851457,13.0007237390708,6.39657531424412,5.2516681984503,4.08878560994425,2.684797396596,8.07312094845811,4.5676949661441,11.2208242307862,6.61229600384904,14.436497142796,14.9297650354425,13.9082152248732,7.31148878036005,6.92172304135281,4.98953191943722,10.7330453015671,6.26280107931012,6.74134969842342,8.28658695433176,15.4433517991093,16.0418471101557,12.2355423877448,7.15020539599792,10.2161562751922,9.52033835473827,6.5983633455898,8.74505242796049,5.04288942937069,6.9091761456188,6.67201749117733,11.0513403471078,4.27595334767436,4.89443668325771,9.60413659353114,8.14879316678484,6.39632497072878,5.78068810376315,14.9274808394153,11.51880285762,5.79053902871092,12.715867541286,9.5719378567026,6.2617987269138,5.48326859358183,18.4529467340845,8.92631813097491,9.4042023003961,7.84899453337936,14.8551260411265,10.0989944118115,10.9806719415022,6.91400387759381,10.408459005976,10.849402901008
"di-ALdgy_Togula_jolla_",5.09855322919557,2.90517564110302,4.15418902156334,6.0564494220288,7.00253599910579,2.57227372398536,7.31109304807559,6.69986623102116,2.91398652936262,3.00725645367764,4.36118930693568,4.31124858287791,5.02750181342168,4.9938811323114,4.87655543581371,5.67949833992105,4.46038798139524,3.45993634434534,4.16814452310533,5.97119995518157,5.81090068056098,4.86761075752561,9.71448888772533,5.05271835365722,4.33527204940937,3.52011933893826,2.47166480349505,7.39892109386286,3.35207919294824,9.47871620472541,5.20391810782569,10.6816520521959,10.3628225658812,9.10223880563605,4.21476855986233,4.54576064552583,3.53846296161632,5.34701020331724,3.79864322048702,3.36820072501153,6.30467904237971,12.8348141395085,12.7936081339605,8.56970746685244,4.79913490227364,5.65817269677155,5.34161338463279,5.56686018726008,6.86892489745899,5.59925738016861,5.58972071362349,5.80994193774894,8.37207205329429,3.99537035290289,3.9798461967221,8.07570917703625,7.43171361651622,5.64850437763427,4.38057977340617,11.0527072461151,9.33040870101405,5.04799904294091,10.7990199297143,8.71743216518323,3.94838978144981,4.89137713370484,15.3883037304542,6.49451844459312,6.23222922472899,5.48857440616102,9.23619019565671,7.13415439941741,6.5443734623652,5.52364683700534,8.31578320936114,8.52536319077963
"di-ALdp_Scrippsiella_Hangoei_",12.6016980777925,9.07626249414808,8.07968342488044,8.57722870144728,10.6361564644919,2.97199465431369,15.9393114007441,15.3175126240031,6.13744554912536,8.26987281624722,9.83467714174932,5.99955846657424,8.97363774244812,90.50728145693,8.57595804452167,8.61968393504138,9.97263140311867,8.41735508960142,10.8483068171553,9.45601806732904,7.87150505847354,7.27152737701229,13.1689406894371,12.5579707464161,7.05656269635072,9.03762956341067,3.60969848694482,12.4153987812636,7.29342216411888,12.3914652616845,11.0078287241923,8.51445410145521,15.2737740217687,9.58723906361175,10.8980563079717,13.2252845088754,6.42516480507247,11.3585280781029,10.2510081181147,8.99027501636695,12.6362323071916,12.4988017136119,17.2848346438487,13.6830149058839,7.9490258081984,15.3322129556025,11.8739753289016,11.0949463403826,11.078712658656,6.62749631424659,8.78481875248296,6.71209864362435,12.2552514164249,7.83140074158926,8.23253902089647,11.9375687866201,8.88703410658881,11.4159948933406,8.4794511792386,14.4916243498374,10.0129174885832,9.8640454353459,15.5767218373629,10.8328190887152,9.87784124103519,11.6272391280044,17.4188899374051,15.2110257630122,26.1172966207816,10.4097208733428,20.5985985017393,13.4969162096427,22.9949062919456,8.31791831333773,12.8001005909327,15.5818779516304
"di-ALds_Polarella_glacialis_",4.46329184397833,2.56952308224762,3.56127035903106,5.43561789289415,4.44852983450038,2.03178460107485,6.43028084467678,5.08943194017083,2.30856774801227,2.89419514763624,4.53027304465013,3.65136111136594,4.72506260871363,3.83230014734062,3.16913443297044,4.28874489252659,3.80775340889732,3.10414081370099,5.43002016989183,5.74891083888329,3.63239225490287,3.2524243833231,6.33177055177411,4.69741922166017,4.14986675176964,4.14889235057925,1.82117353913604,4.52982723500739,2.55585673795849,6.01896079657016,6.07877826518543,6.85686734835214,7.12253580380725,4.45745766219045,3.12170875439352,3.87472261471125,2.74919701925571,4.73769022702755,3.19525552531997,4.79983149073715,4.10938416832921,8.67899003755807,8.80029895647288,6.72001968847969,3.50254159395293,4.69488523160921,4.84001980985255,4.37544557648606,5.42165581902726,3.66652637865868,3.62928414275839,6.51488971713269,6.55975532372993,3.22140356091767,2.81748450869744,5.2926571786488,4.71208601384517,4.10669247173888,3.53877935799067,7.01037061706179,5.62890880140974,4.6557458734541,7.12134403294353,4.82511876743967,3.52645492759946,3.63704248640347,9.50221943726931,5.48076370399329,5.18360588652673,4.84523058008755,8.53290876514898,5.84259506178728,5.3821660056185,4.44018737431136,7.86154233787277,6.65120275906189
"di-ALpk_Perkinsus_marinus_",3.54752462201061,2.32162076690419,3.36146719699371,5.15756917388324,3.84679753860778,2.0711081493635,6.32240168912633,4.37653769900103,2.14711574039495,2.79253319030565,3.68243250630768,3.59741579127289,4.16552448184271,4.01285293564872,3.11121888153304,4.35934899994154,2.93673854051833,2.88366457593824,3.9619544267169,4.54774953093145,3.83322903037386,3.24525653881014,6.20124455658856,4.39536796454149,3.65916378860563,3.62704482094572,1.73301063392936,4.496804612021,2.74704907118584,5.36217190553921,4.90063224461309,6.60436709566892,7.69924454834329,4.77818393290879,2.71762600840801,3.53993413428543,2.5024556143802,4.23412566226863,2.8156597550976,2.98979537460209,4.07386640973604,8.9638873473268,8.79680958487893,5.77800593079223,3.29618770807368,4.28870683268612,4.30464267445176,4.22778468574594,5.04997134762119,3.11389169815577,3.85107563758156,4.64301158499353,6.73757900618374,2.89733602119571,2.73423452341485,4.99498240328738,4.36052439065259,3.71908004577361,3.01942170097649,6.75168402744007,5.34366082942746,3.68272742329436,6.89922695002888,4.78726080872496,3.17564328395169,2.97477634787192,10.767444003831,4.99011650797415,4.7897811263493,4.2795736194534,7.55624478831806,5.5298871124481,3.91475235504133,3.70857046013749,7.13751078113851,4.69626041978257
"di-CH_Auxenochlorella_protothecoides_",1.14773322014009,1.35326341086519,1.16853394645778,1.18735074738244,1.29298145738536,1.1544870182575,1.10272119791647,1.06790587986074,1.32362235937953,1.20074502926987,1.11646280679734,1.26944157759511,1.1769622183833,1.72357809519148,1.12535852126887,1.40608257027664,1.11667910356427,1.14369612520061,1.16919037441114,1.15713450656156,1.22685160962307,1.38434637971164,1.12634862711284,1.14925308406311,1.14856462185275,1.15894745510529,1.13590076678215,1.16912826778142,1.14936751177977,1.28059975262849,1.18264864411246,1.18516937521268,1.16808990522713,1.18022009850753,1.1977651590304,1.24230804682208,1.20455709792843,1.14744615368416,1.22030271856612,1.19045997215423,1.14662516448765,1.2264511908381,1.11108393790687,1.08751656735087,1.1760990150236,1.1219165759833,1.10643956291378,1.32711169473039,1.08771246765442,1.1710076928562,1.18447032942235,1.06733082495712,1.16691593107246,1.16255945402389,1.15699533533528,1.11459418695455,1.11085016038157,1.08547420012166,1.2206443635986,1.09281708056816,1.16609883249061,1.16464815626589,1.07081611915118,1.18436074076033,1.10671212048142,1.20384089284823,1.07304254201871,1.17952287088261,1.14122533959153,1.10281746439747,1.07189143425548,1.14484053003554,1.09825716831623,1.08007084097951,1.09299095042321,1.10484772259744
"di-CH_Chlamydomonas_reinhardtii_",1.72344843578756,1.98982630818538,1.70408641713882,1.71027535465656,2.08083525047201,2.10447780028882,1.32094362448347,1.37014722701013,2.17205326983606,2.1021217739088,1.80637572748924,1.74587848438135,1.61860084411861,3.56177518264211,1.55694327171521,2.04939255519098,1.59674987093301,1.75595571883445,1.53922060643632,1.50859685603536,2.11137347483893,2.27615861770707,1.77567284320254,1.49403645462263,1.66104350816118,1.57400123362108,1.49107014804029,1.57499446758722,1.69158952084655,2.16192933898504,1.65991829695397,1.74148319167332,1.74654860368453,1.64098983889108,1.92628268106201,1.76287844685991,1.71349172211029,1.57312213367849,2.24481615738857,1.83580080432439,1.6661977030928,1.79434126948903,1.38746444668958,1.52730814132931,1.60675482918165,1.4755884135174,1.60453190457732,2.83654779331657,1.35048606117596,1.71579235052473,1.79365261998563,1.367351408584,1.46350687131022,1.78010913957146,1.7247122605165,1.56290195380753,1.40439605814228,1.42160968994943,1.68309169409435,1.36926009681352,1.59230894108402,1.61864575192055,1.41442503739434,1.76948042171844,1.3427112882542,1.84518652194565,1.23650266033543,1.7210388633619,1.61017780692175,1.6785070963222,1.25605092426507,1.81072389122276,1.51871301142243,1.40436551090743,1.44355960780931,1.48276900244708
"di-CH_Chlorella_variabilis_",1.14773322014009,1.35326341086519,1.16853394645778,1.18735074738244,1.29298145738536,1.1544870182575,1.10272119791647,1.06790587986074,1.32362235937953,1.20074502926987,1.11646280679734,1.26944157759511,1.1769622183833,1.72357809519148,1.12535852126887,1.40608257027664,1.11667910356427,1.14369612520061,1.16919037441114,1.15713450656156,1.22685160962307,1.38434637971164,1.12634862711284,1.14925308406311,1.14856462185275,1.15894745510529,1.13590076678215,1.16912826778142,1.14936751177977,1.28059975262849,1.18264864411246,1.18516937521268,1.16808990522713,1.18022009850753,1.1977651590304,1.24230804682208,1.20455709792843,1.14744615368416,1.22030271856612,1.19045997215423,1.14662516448765,1.2264511908381,1.11108393790687,1.08751656735087,1.1760990150236,1.1219165759833,1.10643956291378,1.32711169473039,1.08771246765442,1.1710076928562,1.18447032942235,1.06733082495712,1.16691593107246,1.16255945402389,1.15699533533528,1.11459418695455,1.11085016038157,1.08547420012166,1.2206443635986,1.09281708056816,1.16609883249061,1.16464815626589,1.07081611915118,1.18436074076033,1.10671212048142,1.20384089284823,1.07304254201871,1.17952287088261,1.14122533959153,1.10281746439747,1.07189143425548,1.14484053003554,1.09825716831623,1.08007084097951,1.09299095042321,1.10484772259744
"di-CH_Coccomyxa_subellipsoidea_",1.15613735319048,1.24160267074191,1.19960200802431,1.1749327471213,1.26534084514037,1.16836188856901,1.09302276741968,1.0838550796861,1.354166272071,1.2171117983915,1.10810190440336,1.27334630002316,1.16821024962296,1.85143354956857,1.17358288572724,1.34511664893864,1.08207701584748,1.18243450376871,1.17604046221221,1.12825584442799,1.26512519939971,1.36685924865648,1.14817616555236,1.16428639092383,1.11560743298252,1.13876256926867,1.17350574576454,1.13189042434957,1.17531513054291,1.24307858853421,1.19813317551685,1.24583291459691,1.13855771433498,1.18126253547193,1.15917822405405,1.18341644155756,1.18918226155768,1.13273310315841,1.23465945241502,1.17289094052842,1.15046549085458,1.20742559290649,1.07983268696048,1.12422912755721,1.16121147715468,1.11789390451766,1.1421843528866,1.3522514579656,1.08541685855883,1.12800007462233,1.16270959778239,1.05824547735212,1.13582787096943,1.16502820045853,1.1800179486665,1.12873289170913,1.08814325718877,1.1090534230873,1.26461828796568,1.07601722239362,1.14182289885221,1.15725789529554,1.06225600781872,1.19365168296925,1.10609130513352,1.21141485598801,1.05722877894564,1.17882420995226,1.13616342780855,1.10362885942762,1.0607102834661,1.16304080792364,1.09755771186991,1.05794631200016,1.07234017816248,1.0914783484335
"di-CH_Monoraphidium_neglectum_",1.17955581401663,1.58778751368573,1.22130865792503,1.26182283699996,1.32581640313259,1.71842887693075,1.10426928156494,1.07669983530793,1.51159894473576,1.34226010261955,1.17545818891505,1.47950177553605,1.20978229844431,2.60502365845788,1.15750400155824,1.71960152666586,1.24325960812985,1.21685515629375,1.31187621777549,1.26006599191931,1.50219544155879,1.62531295855414,1.17589868722474,1.16104221989584,1.27858737854068,1.28540594201435,1.15615745501019,1.29816734178215,1.20999616514627,1.72249894509292,1.21683003331539,1.28880326314876,1.2869787881126,1.34050865730841,1.43958156537494,1.4290639525822,1.36853200056387,1.27805972066449,1.39361371046664,1.35160481887471,1.2756240735098,1.34649824617271,1.21003767158758,1.18287422690654,1.26293285088449,1.21384636456153,1.17792517833827,1.46197352245085,1.09885792644972,1.31929385007298,1.39472784479369,1.0966975205763,1.31099896933488,1.34813319165883,1.2096951781867,1.19861679755924,1.24595953109125,1.10722466729899,1.41380810000303,1.13215193051051,1.20398282367506,1.22156268788163,1.08703586853924,1.23993793930382,1.12728288811984,1.31290157916388,1.15335837405617,1.29873262038832,1.23210281119192,1.19658958214986,1.08686077079216,1.25431911738461,1.09914465545536,1.17053323091331,1.2210852977074,1.12423654831095
"di-CH_Volvox_carteri_",1.56464462392769,1.73967856349988,1.52819933667957,1.5723632865931,1.40258211681898,1.89192287736391,1.23099172283385,1.2049157215123,1.68875496147863,1.64320601501079,1.2343330035366,1.89264551749243,1.31973658289439,2.38345918466449,1.49508728931273,1.90074690722152,1.4356966612277,1.43823824640955,1.63013660963398,1.37568506286678,1.63490445240145,1.89848481875685,1.4757921655464,1.33690377469951,2.03550889438089,1.50803538155866,1.31578995548207,1.51370787130412,1.44185821754052,1.80318634286471,1.41759930770735,1.45528694182534,1.47271071155386,1.65698880225586,1.59467231461309,1.56421159604081,1.61743005927637,1.40192168508452,1.70952923483981,1.49480723066369,1.60396834088997,1.33901376783294,1.26379757574344,1.42886877686096,1.5197801347264,1.34322024837917,1.36783627898435,1.80449520461564,1.21604594850106,1.50046715243788,1.62498191767825,1.20451157392031,1.6331990917769,1.80704575888962,1.38133549496018,1.35360247006585,1.41151245083878,1.39759103679526,1.85651246214183,1.16225597283104,1.3111032218205,1.46465056499399,1.31803116775131,1.51731474423063,1.29883911176441,1.5267653920673,1.23392166431768,1.45233012885301,1.36856190594887,1.29209123623998,1.13838600861769,1.56040083970234,1.22558930997073,1.30858923484582,1.27851855030881,1.24030857398186
"di-CRcr_Cryptomonas_paramecium_",3.70215406825765,6.12826429433252,4.0575344531555,4.16577523804471,14.5692149260432,2.8582048785187,12.41992805554,5.31744470007589,3.45460583757536,3.43711983962379,4.42257343830881,3.64620522802643,5.71811476186481,4.85091029326078,3.85680085927552,6.84980189641469,3.16703596576313,3.67949671086855,6.13334748983833,4.73341612717328,6.39554140630564,6.38690372367126,4.61079916110805,4.83077940663397,6.28352540064465,5.00929190728768,3.46013441843453,4.56095693793059,4.06054061609191,5.60209270253717,4.28901379201124,4.78806177268511,5.16877775059226,5.6390350379978,4.444846262218,4.71860051551419,4.03403438085381,4.18347907461769,5.177479280381,4.29343646189192,5.26484971355013,4.85729211704148,5.57387627089999,3.63224390649376,4.3495265060728,4.78542591385311,4.37117437005291,5.97422401065825,4.45748531306864,5.37268563940413,4.16408471779393,6.49600411091492,4.57585096620668,5.99942486257096,4.09768268557136,2.75692268952251,4.71686567887262,5.28995904999728,7.02657560131308,3.88779059742598,5.68997434964335,4.82703739856074,4.0503830324107,8.55247740423317,5.71971833247274,4.60352266793906,3.69803073221236,3.82431918892766,4.06984059697748,2.84509891122561,2.92650333728662,4.15393482476681,3.08400576077418,4.89628922949712,3.67859509297725,11.529243100231
"di-CRcr_Hemiselmis_andersenii_",4.19610856560801,3.93902976216976,3.50470368147398,4.57118020805752,33.5555734841844,2.95951871594673,6.69788450026413,5.53518646312792,4.95477786147218,4.17500074470619,4.41951580710823,3.46392224347575,3.96040431765897,5.44629412072532,3.89827665602956,5.43811381273743,3.03320146642851,4.54578263249346,4.39500913382617,7.98807281279075,6.32030826616945,6.48451769295401,3.71745210065142,3.31138581556631,5.56281856400146,3.88566598988667,3.40934437604656,4.18889861404888,6.06044590646017,4.40658064569532,6.60440562411213,7.7163405868497,4.50859782791694,7.91160781497717,4.89365879768689,7.86177773142561,6.89053948996002,4.92077843385826,4.56652976775199,5.09079065462223,3.88488940426114,4.30901542488951,3.70760712167222,4.03755713462816,3.75424315568461,3.60196926618082,4.40128551566865,6.45455287714376,5.169057811816,5.26432824024811,4.78779457586751,5.47109600353903,3.49846368140013,4.9979940305367,3.85760374353613,5.3409871075462,3.62782716545377,2.95875636391765,5.14712499461363,3.92771325942607,5.41282812729111,5.0284718727773,4.08688924295438,5.81137699167485,5.54723687394405,4.52482684853593,2.46918611596661,3.99057873111702,2.48275352847551,3.31347537940045,2.09419703636233,4.7840396150858,2.73111767866274,4.18871209134028,3.93748949607413,6.82362606575257
"di-CRpy_Guillardia_theta_",4.01337584223942,3.31895286820042,3.09647862033135,3.2394265462521,3.7103276411584,2.20117929558316,2.24861187049916,2.9341558885591,2.48946702885073,2.89639346038044,3.65914602647789,3.11525264459943,2.64051272124133,2.87393920420406,3.09070784114676,4.05739511573562,2.75295635335876,2.46686138992253,3.5749947041559,3.76345610060057,5.19313423409346,3.28237953769857,3.29044107497098,3.36762277190859,3.1723991552162,2.51392393614339,2.82100605429146,2.88594527405133,3.21763756622114,4.46285176810698,4.02821753777487,3.11818235499894,3.73106915637159,5.85599104412507,3.97120037487253,4.21892205722699,3.63986972947831,1.89453088399497,3.78929821853334,3.20481292259705,2.86662258357767,4.42295491908883,4.27830693108072,2.66901210016907,3.58479356960853,2.86601639677914,3.36310803848209,5.49952469806699,3.8683407005415,4.32306705678039,3.48978750400453,3.33141989323124,2.23386472327113,3.82798736838812,2.49605768995809,2.56479220842755,2.77562747166442,2.18651209447197,3.92967231408147,2.38705183741994,3.87758042496804,3.10197593836932,3.1221853632148,4.56479342117958,3.91994282485439,4.01605537487409,2.81578260941823,3.36177971446754,2.18201056575141,2.47562101583994,2.03526653943565,3.1167102619003,2.90073242557124,2.95323114074909,2.63920377954573,4.36110389830211
"di-CRpy_Proteomonas_sulcata_",11.3177573177443,6.66308490010462,8.5679055706965,8.34722285660241,12.7120847129514,4.68535902596357,4.30949440173235,5.08645037973828,6.72015737123164,4.17983131720941,8.58895151776536,8.1976379438421,4.3953309078944,22.6506568670638,14.4716144438664,9.34773277780586,6.86354251912363,5.93498687669514,8.0536329149896,6.95493455941845,7.5952901251336,9.82777262078973,6.70169584143462,7.63105250895895,6.96415741408945,5.56411987528987,6.41634751891329,5.58921640937252,8.64603413494,10.1550382710516,11.8698456189595,7.05863810881229,6.98149846044959,11.3215792642277,7.9455614523508,10.7565881073998,6.0639262782929,4.50313339433458,10.8046467973047,4.74436203376872,6.85986403176907,7.87809213990272,4.78696606739569,6.1094853327772,7.92856050172196,6.7712671919042,5.65515624349286,8.85999032229367,11.1698079051015,6.90877086870649,8.58876677125299,6.71470082308806,6.52335635432893,10.033205954798,4.57800972604613,5.85269352600238,4.66743479445629,8.95241456843813,7.12943692700626,4.50717946228499,10.8761266213747,5.42577845918238,8.65234875092504,14.9994794630843,10.704111367296,8.41325882252507,4.08293249367819,7.15574161429144,3.53845362051135,4.41539562864119,3.05785686348373,4.67005297043445,3.3083123713053,4.6284224208522,5.55741971805928,11.3888530167527
